author,avg_rating,genres,language,num_pages,num_ratings,num_reviews,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5,title
H.G. Wells,3.81,"Science Fiction, Classics, Fiction",English,192.0,211090,6274,$5.80,2002-03-12 00:00:00,3278,12972,58746,81180,54914,The War of the Worlds
Joanne Harris,3.96,"Cultural, Romance, Fiction, Magical Realism, France, Fantasy",English,306.0,101697,3888,$9.70,2000-11-01 00:00:00,989,4485,23737,41273,31213,Chocolat
Max Brooks,4.01,"Horror, Post Apocalyptic, Science Fiction, Fiction, Apocalyptic, Zombies, Fantasy",English,342.0,386435,23873,$4.16,2006-09-12 00:00:00,8620,22158,73232,135595,146830,World War Z: An Oral History of the Zombie War
Sarah Dessen,4.06,"Fiction, Young Adult, Contemporary, Romance",English,371.0,220804,7799,$8.59,2006-04-06 00:00:00,3898,10773,43093,72759,90281,Just Listen
Rick Yancey,4.07,"Science Fiction, Young Adult, Dystopia",English,457.0,344517,28715,$34.89,2013-05-07 00:00:00,7712,16996,59935,118279,141595,The 5th Wave
Jeaniene Frost,4.17,"Urban Fantasy, Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",English,358.0,124939,6877,$5.60,2007-10-30 00:00:00,2805,5308,18651,38773,59402,Halfway to the Grave
Alan Paton,3.89,"Africa, Academic, Historical Fiction, Historical, Southern Africa, Cultural, School, Classics, South Africa, Fiction, Literature, Read For School, Novels",English,316.0,59919,3644,$13.97,2003-11-25 00:00:00,1652,4259,13127,20950,19931,"Cry, the Beloved Country"
Simone Elkeles,4.07,"Contemporary Romance, Young Adult, Contemporary, Romance",English,368.0,224794,10360,$5.60,2008-12-23 00:00:00,7171,13275,39428,62548,102372,Perfect Chemistry
Sylvia Day,4.19,"Erotica, Contemporary, Adult, Romance, Contemporary Romance, Adult Fiction",English,334.0,420510,17435,$5.60,2014-02-04 00:00:00,11127,20971,60745,113115,214552,Bared to You
Greg Mortenson,3.64,"Nonfiction, Memoir, Travel, Biography, Autobiography",English,349.0,309109,21996,$5.64,2007-01-30 00:00:00,15346,29479,82205,104675,77404,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
Anne Rice,4.11,"Horror, Paranormal, Witches, Fiction, Fantasy",English,1207.0,95382,3337,$3.83,2004-11-04 00:00:00,1986,4895,16537,29257,42707,The Witching Hour
W. Somerset Maugham,4.13,"Fiction, Classics, Literature",English,684.0,42844,2904,$19.35,2007-01-02 00:00:00,654,1882,7069,14969,18270,Of Human Bondage
Kelley Armstrong,4.03,"Young Adult, Urban Fantasy, Paranormal, Fantasy",English,390.0,145908,6106,$3.55,2008-07-01 00:00:00,3648,8160,28925,44737,60438,The Summoning
Neal Stephenson,4.03,"Science Fiction, Fiction, Cyberpunk",English,438.0,212067,8206,$84.95,2000-08-02 00:00:00,8448,11448,33901,69588,88682,Snow Crash
Elizabeth Gaskell,4.13,"Historical Fiction, Historical, Classics, Romance, Fiction",English,521.0,127513,6412,$25.21,1994-01-13 00:00:00,2589,5239,20635,43268,55782,North and South
Hermann Hesse,4.12,"European Literature, German Literature, Classics, Fiction, Literature, Novels, Philosophy",German,194.0,60401,3185,$12.26,1996-12-07 00:00:00,671,2489,10871,21365,25005,Demian. Die Geschichte von Emil Sinclairs Jugend
Dalton Trumbo,4.17,"Horror, Historical Fiction, Historical, Classics, Fiction, Literature, War",English,309.0,31306,2048,$19.05,2000-08-01 00:00:00,548,1202,4877,10456,14223,Johnny Got His Gun
Libba Bray,3.79,"Historical Fiction, Historical, Fiction, Young Adult, Fantasy",English,403.0,193748,9476,$6.84,2003-12-09 00:00:00,7017,17498,46831,60294,62108,A Great and Terrible Beauty
Emily Dickinson,4.21,"Fiction, Classics, Poetry",English,716.0,64848,717,$99.69,1976-04-26 00:00:00,1162,2218,9898,19823,31747,The Complete Poems of Emily Dickinson
Sarah J. Maas,4.46,"Young Adult, Romance, Fantasy",English,418.0,257710,24399,$5.79,2013-08-27 00:00:00,1587,4050,21822,76251,154000,Crown of Midnight
Terry Goodkind,4.14,"Fiction, Epic Fantasy, Fantasy",English,836.0,210662,6082,$6.98,2003-04-14 00:00:00,6986,10430,30344,62085,100817,Wizard's First Rule
William Makepeace Thackeray,3.78,"Historical Fiction, Historical, Classics, Fiction, Literature",English,912.0,108634,3055,$9.99,2003-01-30 00:00:00,3348,8666,28152,36888,31580,Vanity Fair
Richard Dawkins,3.9,"Religion, Nonfiction, Atheism, Science, Philosophy",English,374.0,203656,7609,$0.99,2006-10-18 00:00:00,11133,12602,36101,69415,74405,The God Delusion
Evelyn Waugh,4.0,"Historical Fiction, Historical, Classics, Fiction, Literature",English,351.0,85791,4008,$5.56,1982-01-30 00:00:00,1744,4653,17271,30664,31459,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
Diana Gabaldon,4.39,"Historical Fiction, Historical, Romance, Fiction, Science Fiction, Time Travel, Fantasy",English,870.0,223908,9920,$19.99,2001-08-07 00:00:00,1034,3629,25242,70903,123100,Voyager
Lauren Kate,3.88,"Paranormal, Romance, Young Adult, Angels, Fantasy",English,452.0,195420,7624,$183.86,2010-09-28 00:00:00,5900,15662,45484,56835,71539,Torment
Charles Dickens,4.01,"Fiction, Classics, Literature, 19th Century",English,1017.0,87115,3647,$9.08,2006-01-06 00:00:00,2252,5143,16653,28739,34328,Bleak House
Richelle Mead,4.21,"Paranormal, Vampires, Romance, Young Adult, Fantasy",English,421.0,157038,8034,$51.62,2011-08-23 00:00:00,3313,5329,22864,48511,77021,Bloodlines
Plato,3.93,"Politics, Philosophy, Nonfiction, Classics",English,416.0,142683,2897,$5.55,2003-02-25 00:00:00,3255,8425,33003,48762,49238,The Republic
William Peter Blatty,4.16,"Horror, Paranormal, Classics, Fiction, Thriller, Fantasy",English,385.0,156500,3951,$27.99,1994-02-01 00:00:00,2678,5701,26177,51401,70543,The Exorcist
Julie Kagawa,3.91,"Young Adult, Romance, Paranormal, Fantasy",English,363.0,175067,11208,$165.99,2010-01-19 00:00:00,6271,12413,37181,54005,65197,The Iron King
Stephenie Meyer,3.84,"Romance, Science Fiction, Fiction, Young Adult, Fantasy",English,620.0,824826,40673,$6.30,2008-05-06 00:00:00,46355,66414,165093,241418,305546,The Host
C.S. Lewis,4.03,"Childrens, Classics, Fiction, Young Adult, Fantasy",English,288.0,195236,5176,$14.87,2005-06-20 00:00:00,3926,11396,39222,61002,79690,The Last Battle
Kiera Cass,4.21,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy",English,323.0,298369,24619,$189.90,2014-05-06 00:00:00,4367,12514,45759,90576,145153,The One
Stephen King,3.95,"Horror, Paranormal, Fiction, Thriller, Fantasy",English,253.0,440256,10960,$17.49,2005-11-01 00:00:00,5299,21740,108933,159794,144490,Carrie
E.M. Forster,3.9,"Fiction, Classics, Literature, Romance",English,119.0,134230,4787,$13.29,2005-01-01 00:00:00,2404,8004,31850,49947,42025,A Room with a View
Isaac Asimov,4.19,"Science Fiction, Classics, Short Stories, Fiction",English,224.0,240164,5482,$259.00,2004-06-01 00:00:00,1398,6001,39247,93461,100057,"I, Robot"
Maya Angelou,4.22,"Nonfiction, Classics, Memoir, Biography, Autobiography",English,289.0,343568,8569,$200.00,1993-11-26 00:00:00,6207,11534,48401,112432,164994,I Know Why the Caged Bird Sings
George R.R. Martin,4.32,"Fiction, Epic Fantasy, Fantasy",English,1125.0,492218,21232,$9.99,2011-07-12 00:00:00,2763,11332,60326,167356,250441,A Dance with Dragons
Rick Riordan,4.55,"Young Adult, Mythology, Fantasy",English,597.0,216067,13250,$28.14,2013-10-08 00:00:00,810,2293,15705,55783,141476,The House of Hades
Virginia Woolf,3.77,"Fiction, Novels, Classics, Literature",English,209.0,111281,6028,$6.97,1989-12-27 00:00:00,4925,10025,25760,35324,35247,To the Lighthouse
Robert Graves,4.27,"Historical Fiction, Historical, Classics, Fiction, Literature",English,468.0,47926,2197,$24.99,1989-10-23 00:00:00,508,1263,6115,16840,23200,"I, Claudius"
William Shakespeare,4.01,"Academic, School, Classics, Drama, Plays, Fiction, Theatre",English,289.0,646762,10851,$6.46,2005-08-01 00:00:00,11798,35905,133159,217272,248628,Hamlet
Jonathan Safran Foer,3.9,"Historical Fiction, Contemporary, Historical, Fiction, Novels",English,276.0,155946,7521,$11.23,2003-04-01 00:00:00,4498,10890,32836,55584,52138,Everything Is Illuminated
David Guterson,3.83,"Fiction, Historical Fiction, Historical, Mystery",English,460.0,154901,4353,$6.63,1995-09-26 00:00:00,2774,9833,39604,61723,40967,Snow Falling on Cedars
Stephenie Meyer,3.79,"Paranormal, Vampires, Romance, Fiction, Young Adult, Fantasy",English,1690.0,42899,1161,$79.99,2007-11-01 00:00:00,4561,3624,7033,8762,18919,The Twilight Collection
David Sedaris,3.98,"Humor, Nonfiction, Memoir, Short Stories, Autobiography, Essays, Writing",English,272.0,566764,16306,$4.16,2001-04-26 00:00:00,21416,31583,101961,194554,217250,Me Talk Pretty One Day
P.C. Cast,3.92,"Young Adult, Vampires, Paranormal, Fantasy",English,307.0,212553,4216,$38.71,2008-03-04 00:00:00,6741,16010,47694,59773,82335,Chosen
Upton Sinclair,3.73,"Historical Fiction, Historical, Classics, Fiction, Literature",English,335.0,119867,5306,$10.10,2003-04-01 00:00:00,3950,10023,31452,43146,31296,The Jungle
C.S. Lewis,4.09,"Childrens, Classics, Fiction, Young Adult, Fantasy",English,248.0,359939,5655,$39.99,2006-09-01 00:00:00,2907,13587,75525,123952,143968,The Voyage of the Dawn Treader
Samuel Beckett,3.83,"Classics, Drama, Plays, Fiction, Literature, Theatre",English,109.0,138854,4727,$30.98,2011-04-26 00:00:00,5643,11498,30478,45055,46180,Waiting for Godot
John Steinbeck,3.45,"Academic, School, Classics, Fiction, Literature",English,96.0,168703,7431,$23.73,2002-01-08 00:00:00,9605,20143,54732,53578,30645,The Pearl
T.S. Eliot,4.11,"20th Century, Classics, Fiction, Literature, Poetry",English,320.0,37066,946,$5.49,2000-12-01 00:00:00,860,1807,6302,11667,16430,The Waste Land
Rebecca Wells,3.81,"Contemporary, Womens Fiction, Chick Lit, Fiction, Adult Fiction",English,383.0,495443,4141,$13.99,2004-12-07 00:00:00,16333,36341,124913,166987,150869,Divine Secrets of the Ya-Ya Sisterhood
Jane Austen,3.81,"Historical Fiction, European Literature, Historical, Classics, 19th Century, Romance, Fiction, Literature, Gothic, Classic Literature, British Literature",English,251.0,266834,10508,$9.78,2005-03-03 00:00:00,4960,17903,73336,97041,73594,Northanger Abbey
James Joyce,3.85,"European Literature, Cultural, Irish Literature, Classics, Fiction, Short Stories, Literature, Ireland",English,207.0,106657,4946,$7.73,2001-03-15 00:00:00,2497,7331,25764,38931,32134,Dubliners
Gregory David Roberts,4.27,"Cultural, Travel, Fiction, Adventure, India",English,936.0,136457,11827,$32.75,2004-04-26 00:00:00,2663,5247,16032,40904,71611,Shantaram
J.R. Ward,4.45,"Paranormal Romance, Urban Fantasy, Paranormal, Vampires, Romance, Fantasy",English,448.0,151536,6416,$10.36,2006-09-05 00:00:00,1278,2926,14918,39448,92966,Lover Awakened
Francine Rivers,4.49,"Historical Fiction, Historical, Romance, Fiction, Christian, Christian Fiction",English,464.0,183989,10389,$2.50,2005-05-09 00:00:00,3304,4796,14718,36561,124610,Redeeming Love
Dan Brown,3.69,"Fiction, Mystery, Thriller",English,509.0,465246,25825,$19.99,2009-09-15 00:00:00,12227,44235,135206,158155,115423,The Lost Symbol
Stephen King,4.31,"Historical Fiction, Historical, Fiction, Science Fiction, Time Travel, Fantasy",English,849.0,364786,34305,$15.72,2011-11-08 00:00:00,3497,8957,41559,129052,181721,11/22/63
William Gibson,3.89,"Science Fiction, Fiction, Cyberpunk",English,271.0,232111,7939,$79.99,1984-07-01 00:00:00,10078,16811,45860,75214,84148,Neuromancer
P.C. Cast,3.95,"Young Adult, Vampires, Paranormal, Fantasy",English,338.0,204728,3474,$21.67,2008-09-23 00:00:00,5909,14329,44534,58922,81034,Untamed
Erik Larson,3.99,"Nonfiction, Mystery, Crime, History, True Crime",English,447.0,435956,29557,$0.99,2003-02-11 00:00:00,9180,23285,84287,164822,154382,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America"
Robert Louis Stevenson,3.8,"Horror, Academic, Mystery, School, Classics, 19th Century, Fiction, Science Fiction, Literature, Gothic, Fantasy",English,144.0,316583,10342,$193.61,2003-09-02 00:00:00,3981,19277,91462,122480,79383,The Strange Case of Dr. Jekyll and Mr. Hyde
Ransom Riggs,3.91,"Fiction, Young Adult, Paranormal, Fantasy",English,352.0,841553,58250,$6.44,2011-06-07 00:00:00,18576,55566,194424,290281,282706,Miss Peregrine's Home for Peculiar Children
Edith Wharton,3.94,"Historical Fiction, Historical, Classics, Romance, Fiction",English,332.0,127738,5848,$11.88,2004-08-26 00:00:00,2565,7149,28210,47134,42680,The Age of Innocence
Cormac McCarthy,4.18,"Historical Fiction, Historical, Classics, Fiction, Literature, Novels, Westerns",English,337.0,93714,8526,$8.72,1992-05-26 00:00:00,2266,5280,13096,26112,46960,"Blood Meridian, or the Evening Redness in the West"
Jeffrey Eugenides,3.84,"Fiction, Young Adult, Classics, Contemporary",English,250.0,210026,8556,$5.60,2002-04-26 00:00:00,4685,14401,51511,78411,61018,The Virgin Suicides
P.C. Cast,3.93,"Young Adult, Vampires, Paranormal, Fantasy",English,310.0,223138,5246,$11.92,2007-10-02 00:00:00,6553,16224,49661,65091,85609,Betrayed
Astrid Lindgren,4.12,"Fiction, Classics, Childrens",English,160.0,148119,3246,$28.56,2005-04-21 00:00:00,2081,6042,28450,46947,64599,Pippi Longstocking
Andy Weir,4.4,"Science Fiction, Fiction",English,369.0,674990,67948,$8.01,2014-02-11 00:00:00,5285,13627,61544,218060,376474,The Martian
Eoin Colfer,3.84,"Fiction, Young Adult, Childrens, Fantasy",English,396.0,442795,9781,$11.90,2003-04-01 00:00:00,15676,33438,103997,144221,145463,Artemis Fowl
Susanna Clarke,3.82,"Historical Fiction, Historical, Fiction, Magic, Fantasy",English,1006.0,174723,12802,$14.02,2006-08-01 00:00:00,8832,15530,34769,54879,60713,Jonathan Strange & Mr Norrell
John Steinbeck,4.37,"Historical Fiction, Historical, Classics, Fiction, Literature",English,601.0,379360,16832,$48.49,2002-04-26 00:00:00,4481,10217,42405,107179,215078,East of Eden
R.J. Palacio,4.45,"Realistic Fiction, Contemporary, Childrens, Middle Grade, Fiction, Young Adult",English,410.0,580758,59841,$10.35,2013-01-03 00:00:00,6154,11070,50059,159494,353981,Wonder
George R.R. Martin,4.13,"Fiction, Epic Fantasy, Fantasy",English,1061.0,551520,20217,$3.23,2011-04-26 00:00:00,3551,20206,104136,199276,224351,A Feast for Crows
Bernhard Schlink,3.75,"European Literature, Historical Fiction, Historical, World War II, German Literature, Fiction, Holocaust",English,216.0,156165,9416,$7.40,1997-06-26 00:00:00,3188,11778,43153,61536,36510,The Reader
J.K. Rowling,4.74,"Fiction, Young Adult, Fantasy",English,4100.0,227236,6948,$75.00,2007-10-01 00:00:00,1291,1423,7582,33360,183580,Harry Potter Series Box Set
Jodi Picoult,4.12,"Fiction, Chick Lit, Contemporary, Womens Fiction",English,440.0,279726,14991,$3.65,2007-03-05 00:00:00,3146,10297,49909,104000,112374,Nineteen Minutes
Laura Hillenbrand,4.38,"Nonfiction, World War II, Biography, History, War",English,473.0,649120,44182,$10.47,2010-11-16 00:00:00,14460,17117,59452,173839,384252,"Unbroken: A World War II Story of Survival, Resilience and Redemption"
V.C. Andrews,3.8,"Fiction, Young Adult, Mystery, Horror",English,389.0,138014,6977,$92.40,1979-04-26 00:00:00,4927,11389,33720,43814,44164,Flowers in the Attic
Nick Hornby,3.94,"Humor, Contemporary, Romance, Fiction, Music",English,340.0,161377,5267,$13.50,2005-05-05 00:00:00,1781,7556,36833,67659,47548,High Fidelity
J.K. Rowling,4.08,"Fiction, Young Adult, Short Stories, Fantasy",English,109.0,360171,13113,$3.99,2008-12-04 00:00:00,3270,16172,76570,117751,146408,The Tales of Beedle the Bard
Albert Camus,3.98,"Africa, Academic, European Literature, 20th Century, Cultural, School, Classics, Fiction, Literature, French Literature, Novels, Philosophy, France",English,308.0,129237,4365,$3.23,1991-03-26 00:00:00,1673,6480,27315,51172,42597,The Plague
Kazuo Ishiguro,4.12,"Historical Fiction, Historical, Classics, Fiction, Literary Fiction, Literature",English,258.0,166574,11456,$75.00,2005-04-26 00:00:00,2031,6598,27895,63612,66438,The Remains of the Day
Emmuska Orczy,4.07,"Historical Fiction, Historical, Classics, Romance, Fiction, Adventure",English,274.0,111771,5739,$14.09,,1626,4776,21854,39775,43740,The Scarlet Pimpernel
Chaim Potok,4.04,"Religion, Historical Fiction, Historical, Classics, Fiction, Literature, Jewish, Young Adult",English,304.0,78848,3897,$11.04,1987-04-12 00:00:00,1369,3672,14680,29491,29636,The Chosen
Cassandra Clare,4.47,"Young Adult, Romance, Paranormal, Fantasy",English,725.0,244519,21521,$3.99,2014-05-27 00:00:00,2063,5233,23028,60367,153828,City of Heavenly Fire
Ki Longfellow,4.23,"Horror, Mystery, Fiction, Literature, Magical Realism, Fantasy",English,254.0,1863,208,$10.06,2011-04-25 00:00:00,67,100,171,529,996,Houdini Heart
Colleen Hoover,4.31,"New Adult, Young Adult, Contemporary, Romance",English,410.0,236887,20172,$10.41,2012-12-19 00:00:00,4615,8265,27495,64824,131688,Hopeless
Ally Condie,3.67,"Science Fiction, Young Adult, Dystopia, Romance",English,369.0,593448,31884,$170.99,2010-11-30 00:00:00,28493,61402,154238,182628,166687,Matched
Stephanie Perkins,4.03,"Contemporary, Womens Fiction, Chick Lit, Romance, Young Adult",English,372.0,331879,28115,$9.13,2010-12-02 00:00:00,14341,18942,55444,97119,146033,Anna and the French Kiss
Laini Taylor,4.03,"Paranormal, Romance, Young Adult, Angels, Fantasy",English,422.0,272531,27027,$99.99,2011-09-27 00:00:00,8617,14949,47047,90940,110978,Daughter of Smoke & Bone
Sarah J. Maas,4.68,"New Adult, Young Adult, Romance, Fantasy",English,626.0,222515,31291,$94.99,2016-05-03 00:00:00,1795,2998,9707,35461,172554,A Court of Mist and Fury
Niccolò Machiavelli,3.8,"Nonfiction, Classics, Politics, History, Philosophy",English,140.0,218281,6911,$0.99,2003-06-01 00:00:00,4930,16149,58570,76214,62418,The Prince
Annie Proulx,3.85,"Fiction, Contemporary, Literature",English,337.0,121792,4555,$600.00,2002-04-26 00:00:00,3563,8710,27183,44970,37366,The Shipping News
John Berendt,3.91,"Crime, True Crime, Nonfiction, Mystery",English,386.0,197031,7765,$21.99,1999-06-28 00:00:00,2592,10061,47249,79138,57991,Midnight in the Garden of Good and Evil
David Foster Wallace,4.3,"Fiction, Novels, Classics, Literature",English,1088.0,65690,7941,$10.41,2005-04-26 00:00:00,2550,3029,6185,14352,39574,Infinite Jest
Lisa See,4.07,"Historical Fiction, Historical, Cultural, Asia, Fiction, China",English,269.0,319374,16940,$4.33,2006-02-21 00:00:00,3690,12113,60112,127033,116426,Snow Flower and the Secret Fan
Johann Wolfgang von Goethe,3.93,"Academic, European Literature, German Literature, School, Classics, Drama, Plays, Fiction, Literature, Poetry, Philosophy, Fantasy",English,327.0,53648,1018,$43.73,1988-07-01 00:00:00,981,3516,12152,18439,18560,"Faust, First Part"
Philip Pullman,4.12,"Fiction, Young Adult, Fantasy",English,326.0,309133,7509,$6.32,1997-07-22 00:00:00,4234,12472,52979,110826,128622,The Subtle Knife
Arthur  Miller,3.5,"Academic, School, Classics, Drama, Plays, Fiction",English,117.0,163240,4194,"$2,256.66",1994-03-18 00:00:00,7228,20682,50932,51618,32780,Death of a Salesman
Emma Donoghue,4.05,"Fiction, Contemporary, Adult Fiction, Adult",English,321.0,636926,45103,$1.28 to $2.35,2010-09-26 00:00:00,12218,28926,111012,247347,237423,Room
James Patterson,4.08,"Science Fiction, Young Adult, Fantasy",English,413.0,195370,9070,$10.07,2006-05-05 00:00:00,5108,10665,34758,57749,87090,The Angel Experiment
Tennessee Williams,3.98,"Academic, School, Classics, Drama, Plays, Fiction",English,107.0,244710,3534,$14.95,1952-12-01 00:00:00,4220,13263,52604,87757,86866,A Streetcar Named Desire
Charles Darwin,3.99,"Anthropology, Nonfiction, Natural History, Evolution, Nature, Classics, Environment, History, Biology, Science, Philosophy",English,703.0,85142,2081,$25.80,2004-05-01 00:00:00,2908,4825,17076,26035,34298,The Origin of Species
Brandon Sanderson,4.65,"Fiction, Epic Fantasy, High Fantasy, Fantasy",English,1007.0,228279,15127,$31.00,2010-08-31 00:00:00,1485,2444,10112,45885,168353,The Way of Kings
Brandon Sanderson,4.45,"Fiction, Epic Fantasy, High Fantasy, Fantasy",English,541.0,311571,21254,$9.96,2006-07-25 00:00:00,2226,4954,25468,97940,180983,The Final Empire
Diana Gabaldon,4.32,"Historical Fiction, Historical, Romance, Fiction, Science Fiction, Time Travel, Fantasy",English,743.0,250140,13644,$13.41,2001-08-07 00:00:00,1413,5685,31808,83546,127688,Dragonfly in Amber
Roald Dahl,4.22,"Fiction, Childrens, Fantasy",English,199.0,312380,9192,$21.03,2001-04-26 00:00:00,4092,9588,48792,99907,150001,The BFG
Tahereh Mafi,3.98,"Dystopia, Romance, Science Fiction, Young Adult, Fantasy",English,338.0,242637,25259,$4.99,2011-11-15 00:00:00,9600,15853,43185,74578,99421,Shatter Me
Rohinton Mistry,4.35,"Historical Fiction, Historical, Cultural, Fiction, India",English,603.0,114951,8075,$14.02,2001-11-30 00:00:00,1584,3258,12062,33954,64093,A Fine Balance
Alyson Noel,3.59,"Young Adult, Romance, Paranormal, Fantasy",English,301.0,248367,9541,$7.72,2009-02-03 00:00:00,17910,30821,62369,61891,75376,Evermore
Kurt Vonnegut,4.08,"Humor, Classics, Fiction, Science Fiction, Literature",English,303.0,204218,6099,$87.64,1999-05-26 00:00:00,2411,8039,37590,79003,77175,Breakfast of Champions
David Mitchell,4.02,"Historical Fiction, Historical, Fiction, Science Fiction, Fantasy",English,509.0,193064,18209,$9.08,2004-08-17 00:00:00,5984,11899,32173,66018,76990,Cloud Atlas
Dante Alighieri,4.0,"Fiction, Classics, Literature, Poetry",English,490.0,124856,4220,$17.90,2003-12-09 00:00:00,2222,7042,26239,42929,46424,Inferno
Philip Pullman,4.08,"Fiction, Young Adult, Fantasy",English,467.0,249533,7993,$10.93,2003-09-09 00:00:00,5164,13089,43793,80850,106637,The Amber Spyglass
Truman Capote,3.89,"Fiction, Classics, Short Stories",English,142.0,191391,9087,$8.99 to $16.95,1993-04-26 00:00:00,2444,10224,48044,75198,55481,Breakfast at Tiffany's
Stephen King,4.01,"Horror, Paranormal, Vampires, Fiction, Fantasy",English,483.0,286648,8050,$3.45,1991-04-26 00:00:00,3155,13043,64166,104042,102242,'Salem's Lot
Laura Esquivel,3.94,"Historical Fiction, Historical, Food, Classics, Romance, Fiction, Magical Realism, Food and Drink, Fantasy",English,224.0,304970,7890,$6.80,1993-09-16 00:00:00,9207,16804,63951,107188,107820,Like Water for Chocolate
J.R.R. Tolkien,4.49,"Epic Fantasy, Young Adult, Classics, Fantasy, High Fantasy, Fiction, Literature, Novels, Science Fiction Fantasy, Adventure",English,1216.0,495835,10569,$0.99,2005-10-12 00:00:00,5191,10334,41091,118571,320648,The Lord of the Rings
Robert M. Pirsig,3.77,"Fiction, Philosophy, Spirituality, Classics",English,540.0,174646,7633,$40.00,2006-04-25 00:00:00,7418,16092,40470,56068,54598,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
Boris Pasternak,4.03,"Russia, Historical Fiction, Historical, Cultural, Classics, Russian Literature, Fiction, Literature",English,592.0,72632,2624,$17.53,1997-03-18 00:00:00,1379,3886,13866,25357,28144,Doctor Zhivago
Ernest Cline,4.28,"Dystopia, Science Fiction, Fiction, Young Adult, Fantasy",English,374.0,705454,79671,$21.00,2011-08-16 00:00:00,10369,24094,84853,223854,362284,Ready Player One
Lao Tzu,4.32,"Religion, Self Help, Nonfiction, Spirituality, Eastern Philosophy, Cultural, Taoism, Classics, Poetry, Philosophy, China",English,160.0,94518,3928,$48.65,1989-08-28 00:00:00,1152,2786,12628,26502,51450,Tao Te Ching
Daniel Defoe,3.66,"Fiction, Classics, Literature, Adventure",English,320.0,221304,5574,$1.11,2001-06-12 00:00:00,7240,20301,65052,75497,53214,Robinson Crusoe
Jennifer L. Armentrout,4.21,"Paranormal, Romance, Science Fiction, Young Adult, Aliens, Fantasy",English,335.0,199776,16557,$0.01,2012-05-08 00:00:00,5189,8310,27195,57577,101505,Obsidian
John Grisham,4.0,"Suspense, Mystery, Fiction, Crime, Legal Thriller, Thriller",English,76.0,521491,3347,$16.99,2000-02-15 00:00:00,5390,20845,115944,203237,176075,The Firm
Salman Rushdie,3.99,"Historical Fiction, Historical, Cultural, Classics, Fantasy, Fiction, Magical Realism, India",English,647.0,94457,5635,$9.50,1995-05-01 00:00:00,2804,6080,17290,31601,36682,Midnight's Children
Ray Bradbury,4.13,"Science Fiction, Classics, Short Stories, Fiction",English,182.0,183052,6462,$60.00,1984-06-01 00:00:00,1942,6674,32409,65950,76077,The Martian Chronicles
Jojo Moyes,4.26,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",English,369.0,930115,77555,$5.60,2012-12-31 00:00:00,13913,28766,117391,310277,459768,Me Before You
Nicholas Sparks,4.15,"Contemporary, Womens Fiction, Romance, Chick Lit, Fiction, Young Adult",English,390.0,476621,11569,$9.08,2009-09-08 00:00:00,7746,18977,83335,151728,214835,The Last Song
Jerry Spinelli,3.75,"Realistic Fiction, Contemporary, Romance, Fiction, Young Adult",English,186.0,268884,13125,$58.07,2002-09-26 00:00:00,10505,24248,68296,83494,82341,Stargirl
Willa Cather,3.78,"Historical Fiction, Historical, Classics, Fiction, Literature",English,232.0,111187,6670,$97.78,2000-02-20 00:00:00,3880,9027,26881,39385,32014,My Ántonia
Michael Ondaatje,3.88,"Historical Fiction, Historical, Classics, Romance, Fiction",English,320.0,102974,4069,$12.59,2006-04-18 00:00:00,3148,7533,22058,36086,34149,The English Patient
Becca Fitzpatrick,4.06,"Paranormal, Romance, Young Adult, Angels, Fantasy",English,432.0,252645,10595,$79.95,2010-10-19 00:00:00,5842,15379,47232,73583,110609,Crescendo
Art Spiegelman,4.55,"Nonfiction, Graphic Novels, Sequential Art, Comics, Biography, History",English,296.0,108480,6317,$23.70,2003-10-02 00:00:00,425,1191,7393,28957,70514,The Complete Maus
Dave Pelzer,4.1,"Nonfiction, Memoir, Biography, Psychology, Autobiography",English,184.0,347519,14999,$2.99,1995-09-01 00:00:00,8256,17345,60755,106564,154599,"A Child Called ""It"""
Robert Jordan,4.19,"Fiction, Epic Fantasy, High Fantasy, Fantasy",English,814.0,325812,9894,$395.95,1990-11-15 00:00:00,7342,13206,45499,104040,155725,The Eye of the World
Nicholas Sparks,4.03,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction",English,276.0,500046,11111,$12.47,2006-10-30 00:00:00,10418,26997,102204,159125,201302,Dear John
Christopher Paolini,4.05,"Fiction, Young Adult, Dragons, Fantasy",English,748.0,258126,8572,$89.73,2008-09-20 00:00:00,4671,14395,49130,85481,104449,Brisingr
Hermann Hesse,4.12,"European Literature, German Literature, Classics, Fiction, Literature, Philosophy",English,256.0,115303,3847,$21.03,1999-04-26 00:00:00,1641,5211,19786,39597,49068,Steppenwolf
Michael Chabon,4.17,"Fiction, Historical Fiction, Historical, Literature",English,639.0,171837,10253,$89.00,2001-08-25 00:00:00,3188,7788,24262,57359,79240,The Amazing Adventures of Kavalier & Clay
William Faulkner,3.72,"Fiction, Novels, Classics, Literature",English,288.0,123440,6514,$19.36,1991-01-30 00:00:00,6882,11885,27630,39935,37108,As I Lay Dying
