author,avg_rating,genres,language,num_pages,num_ratings,num_reviews,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5,title
Alan Brennert,4.16,"Historical, Book Club, Fiction, Historical Fiction",English,405.0,93085,8645,$23.46,2004-10-04 00:00:00,936,2965,14463,36382,38339,Moloka'i
Kenneth Jarrett Singleton,4.36,"Mystery, Contemporary, Fiction, Science Fiction, Thriller, Suspense, Horror, Crime",English,52.0,226,2,$100.00,2004-11-28 00:00:00,2,1,24,85,114,The Cadaver Factory
Libba Bray,3.98,"Fantasy, Historical, Young Adult, Historical Fiction",English,819.0,61197,3756,$51.13,2007-12-26 00:00:00,1349,3928,12844,19766,23310,The Sweet Far Thing
Kami Garcia,3.94,"Young Adult, Romance, Paranormal, Fantasy",English,516.0,86518,4518,$9.70,2011-10-18 00:00:00,1607,5356,20173,28715,30667,Beautiful Chaos
Boris Vian,4.0,"Romance, France, Fiction, European Literature, Cultural, French Literature, Classics",French,351.0,23075,946,$2.59,1997-02-26 00:00:00,757,1533,4099,7328,9358,L'Écume des jours
Meg Cabot,4.25,"Romance, Womens Fiction, Mystery, Fiction, Young Adult, Fantasy, Paranormal, Ghosts, Teen, Supernatural, Chick Lit",English,312.0,36251,1071,$33.40,2006-04-26 00:00:00,278,1036,5741,11364,17832,Twilight
Agatha Christie,3.99,"Mystery, Fiction, Mystery Thriller, Adult, European Literature, Thriller, British Literature, Audiobook, Detective, Classics, Crime",English,121.0,200385,5665,$14.02,2002-10-21 00:00:00,4796,7705,43224,74226,70434,The Mysterious Affair at Styles
Michael   Kramer,4.32,"Romance, New Adult, Fiction, Historical Fiction, Young Adult, Adult, Historical, Love Story, Novels, Adventure",,325.0,1488,22,$24.51,2017-05-26 00:00:00,0,0,136,741,611,For the Love of Armin
Jennifer L. Armentrout,4.41,"Romance, Young Adult, Fantasy, Science Fiction, Paranormal, Aliens",English,533.0,55681,6211,$38.71,2014-08-05 00:00:00,395,1338,5869,15374,32705,Opposition
Deborah Harkness,4.07,"Romance, Fiction, Historical Fiction, Fantasy, Paranormal, Historical, Vampires",English,584.0,138779,13624,$41.60,2012-07-10 00:00:00,1819,6237,26237,51151,53335,Shadow of Night
John Tiffany,3.68,"Magic, Fiction, Fantasy, Young Adult, Childrens, Science Fiction, Plays, Middle Grade, Drama, Time Travel, Adventure",English,343.0,552197,60550,$3.99,2016-07-31 00:00:00,29307,55911,136000,174018,156961,Harry Potter and the Cursed Child: Parts One and Two
James Baldwin,4.23,"GLBT, Fiction, Queer, LGBT, Gay, Novels, Classics",English,159.0,42395,3409,$4.95,2000-06-26 00:00:00,545,1325,5779,15125,19621,Giovanni's Room
Charles Dickens,4.07,"Literature, Classics, Fiction",English,801.0,23999,1297,$316.22,2002-09-10 00:00:00,540,1160,4348,8002,9949,Our Mutual Friend
Lois Lowry,3.91,"Fiction, Young Adult, Fantasy, Dystopia, Science Fiction",English,169.0,100554,7421,$10.70 to $16.00,2006-08-22 00:00:00,841,5023,25478,40415,28797,Messenger
Juliet Marillier,4.33,"Romance, Fiction, Historical Fiction, Fantasy, Historical",English,608.0,26030,1262,$3.86,2002-06-17 00:00:00,132,528,3313,8815,13242,Son of the Shadows
Ursula K. Le Guin,4.26,"Science Fiction Fantasy, Fiction, Fantasy, Young Adult, Science Fiction, Classics",English,478.0,16954,352,$9.03,1979-04-26 00:00:00,181,459,2392,5737,8185,The Earthsea Trilogy
Kurt Vonnegut,3.87,"Humor, Classics, Science Fiction, Fiction",English,324.0,60387,2492,$19.36,1999-01-12 00:00:00,604,3327,15637,24321,16498,Galápagos
Huntley Fitzpatrick,4.0,"Romance, Womens Fiction, Contemporary, Young Adult, Chick Lit",English,394.0,121969,9005,$5.67,2012-06-14 00:00:00,2985,6622,24092,41581,46689,My Life Next Door
L.J. Smith,4.19,"Young Adult, Romance, Paranormal, Fantasy",English,750.0,20477,1020,$6.84,2010-06-08 00:00:00,353,999,3409,5397,10319,The Forbidden Game
Michelle Magorian,4.3,"Fiction, Historical Fiction, Young Adult, Childrens, Historical, Classics",English,320.0,34847,1640,$7.73,1986-11-13 00:00:00,342,970,4428,11367,17740,"Good Night, Mr. Tom"
Bill Watterson,4.73,"Graphic Novels, Fiction, Humor, Comics, Sequential Art",English,254.0,19687,474,$4.99,1991-10-17 00:00:00,22,66,748,3496,15355,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury
Brandon Mull,4.14,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade",English,456.0,106809,3677,$7.25,2007-04-24 00:00:00,3462,4052,16145,33733,49417,Rise of the Evening Star
Sergei Lukyanenko,3.98,"Fiction, Fantasy, Paranormal, Urban Fantasy, Horror, Vampires",English,455.0,37368,2044,$24.99,2006-07-01 00:00:00,602,2006,7534,14671,12555,Night Watch
Pat Conroy,4.3,"Fiction, Historical Fiction, Southern, Historical, Military Fiction, War, American",English,512.0,23242,1275,$10.78,1997-02-24 00:00:00,114,426,2929,8766,11007,The Lords of Discipline
Haruki Murakami,3.82,"Japan, Fiction, Cultural, Japanese Literature, Magical Realism, Asian Literature",English,229.0,91080,5236,$9.99,2002-10-03 00:00:00,797,4990,25319,38586,21388,Sputnik Sweetheart
Sarah J. Maas,4.68,"Fantasy, New Adult, Romance, Young Adult",English,624.0,222601,31299,$94.99,2016-05-03 00:00:00,1795,3001,9713,35491,172601,A Court of Mist and Fury
Jennifer L. Armentrout,4.39,"Romance, Young Adult, Fantasy, Paranormal, Mythology",English,330.0,47287,3209,$72.25,2012-11-06 00:00:00,596,993,4974,13715,27009,Deity
Roberto Bolaño,4.2,"Fiction, Literature, European Literature, Novels, Spanish Literature",Spanish,1126.0,25691,3120,$12.82,2006-02-28 00:00:00,723,1326,3153,7275,13214,2666
Sherrilyn Kenyon,4.39,"Romance, Fantasy, Paranormal, Vampires, Paranormal Romance",English,343.0,57362,1862,$11.86,2003-11-28 00:00:00,235,956,6640,17777,31754,Dance with the Devil
Barbara Ehrenreich,3.62,"Nonfiction, Politics, Economics, Autobiography, Sociology, Memoir",English,240.0,167937,6183,$4.16,2002-05-01 00:00:00,10920,15178,42636,57736,41467,Nickel and Dimed: On (Not) Getting by in America
Jessica Sorensen,4.19,"Romance, Contemporary, Young Adult, Academic, College, New Adult",English,283.0,105922,6344,$4.90,2012-12-13 00:00:00,1837,4114,15664,34402,49905,The Coincidence of Callie & Kayden
Anne Rice,3.76,"Fiction, Historical Fiction, Fantasy, Adult, Paranormal, Urban Fantasy, Gothic, Historical, Supernatural, Horror, Vampires",English,457.0,61032,875,$0.99,2000-10-03 00:00:00,1184,5026,18047,19884,16891,The Vampire Armand
Melina Marchetta,3.92,"Romance, Magic, Fiction, Epic Fantasy, Fantasy, Young Adult, Young Adult Fantasy, Teen, Adventure, High Fantasy",English,416.0,36555,4314,$9.26,2008-09-29 00:00:00,1812,2383,6537,11826,13997,Finnikin of the Rock
Christopher Hitchens,3.97,"Nonfiction, Philosophy, Religion, Science, Atheism",English,307.0,78663,4371,$13.30,2007-04-26 00:00:00,3237,4238,14093,27138,29957,God Is Not Great: How Religion Poisons Everything
Scott Westerfeld,3.92,"Fiction, Historical Fiction, Fantasy, Young Adult, Science Fiction, Historical, Steampunk",English,440.0,80170,6804,$59.00,2009-10-06 00:00:00,2383,5074,16941,28347,27425,Leviathan
Elizabeth Gaskell,4.09,"Romance, Fiction, Historical Fiction, Literature, Historical, 19th Century, Classics",English,679.0,39039,2185,$10.17,1996-05-30 00:00:00,608,1440,7044,14730,15217,Wives and Daughters
Julian Barnes,3.71,"Contemporary, Fiction, European Literature, Literary Fiction, British Literature",English,150.0,132237,14705,$11.22,2011-08-04 00:00:00,3242,11114,35543,52612,29726,The Sense of an Ending
Isabel Allende,3.96,"Historical, Magical Realism, Fiction, Historical Fiction",English,307.0,34950,1159,$2.85,1989-08-01 00:00:00,298,1468,8251,14300,10633,Eva Luna
Tina Fey,3.95,"Humor, Nonfiction, Autobiography, Biography, Audiobook, Memoir",English,283.0,733496,37431,$9.81,2011-04-05 00:00:00,19585,37978,152269,271097,252567,Bossypants
Karl Marx,3.54,"Nonfiction, Politics, History, Economics, Philosophy, Classics",English,288.0,87684,3879,$5.57,2002-06-27 00:00:00,4574,10044,26862,25610,20594,The Communist Manifesto
Simone Elkeles,4.1,"Young Adult, Romance, Contemporary, Realistic Fiction",English,319.0,57677,2755,$155.90,2011-08-16 00:00:00,1422,2985,10261,16583,26426,Chain Reaction
F. Scott Fitzgerald,3.67,"Literature, Classics, Fiction",English,288.0,53576,3171,$50.00,1998-07-14 00:00:00,1325,4872,15913,19320,12146,This Side of Paradise
Avi,3.82,"Fiction, Historical Fiction, Young Adult, Childrens, Historical, Adventure",English,278.0,74819,3071,$4.33,2003-09-02 00:00:00,2180,5565,18881,25062,23131,The True Confessions of Charlotte Doyle
Jennifer L. Armentrout,4.33,"Romance, Young Adult, Fantasy, Paranormal, Mythology",English,329.0,52515,3350,$3.09 to $5.79,2012-04-03 00:00:00,522,1263,6227,16973,27530,Pure
Rachel Caine,4.11,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Vampires",English,245.0,55157,1435,$11.34,2007-10-02 00:00:00,833,2271,10809,17478,23766,Midnight Alley
Simon Okill,3.99,"Romance, Humor, Fantasy, Paranormal, Urban Fantasy",English,286.0,141,32,$5.18,2012-12-06 00:00:00,18,9,14,15,85,Nobody Loves a Bigfoot Like a Bigfoot Babe
Rachel Caine,4.17,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Vampires",English,246.0,43011,1120,$50.00,2009-01-26 00:00:00,381,1442,7945,13831,19412,Lord of Misrule
Stephenie Meyer,3.69,"Romance, Fiction, Young Adult, Fantasy, Paranormal, Vampires",English,629.0,1269333,36216,$38.72,2007-08-07 00:00:00,88834,134471,283755,332941,429332,Eclipse
Dave Pelzer,4.2,"Abuse, Nonfiction, Adult, Drama, Autobiography, Biography, Sociology, Biography Memoir, Memoir, Psychology, True Story",English,437.0,9933,619,$5.60,2002-04-26 00:00:00,139,394,1611,3006,4783,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave"""
Richelle Mead,3.94,"Romance, Fantasy, Adult, Paranormal, Angels, Urban Fantasy, Supernatural, Vampires, Demons, Paranormal Romance",English,343.0,49891,2860,$230.38,2007-03-01 00:00:00,1202,2988,10887,17367,17447,Succubus Blues
T. Rafael Cimino,3.65,"Mystery, Fiction, Suspense, New York, Crime",English,287.0,397,58,$3.57,2011-06-11 00:00:00,17,45,106,120,109,Table 21
Aimee Cabo Nikolov,4.32,"Novels, Contemporary",English,150.0,1891,60,$15.15,2019-01-01 00:00:00,19,22,125,897,828,"Love Is the Answer, God Is the Cure: A True Story of Abuse, Betrayal and Unconditional Love"
Jack Kerouac,3.93,"Novels, Literature, Classics, Fiction",English,244.0,73818,2646,$4.74,1986-04-26 00:00:00,1442,4419,16444,26724,24789,The Dharma Bums
Jennifer A. Nielsen,4.23,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade, Adventure",English,342.0,63090,8295,$22.11,2012-04-01 00:00:00,857,1925,8748,21881,29679,The False Prince
Robert Jordan,4.22,"Science Fiction Fantasy, Epic Fantasy, Fiction, Magic, Fantasy, Adult, Audiobook, Epic, Adventure, High Fantasy",English,705.0,194036,3784,$13.51,1991-10-15 00:00:00,1902,5366,27314,72361,87093,The Great Hunt
James Patterson,3.95,"Mystery, Fiction, Thriller, Suspense, Crime",English,481.0,295982,3171,$10.54,2000-07-01 00:00:00,10637,14924,60467,101879,108075,Kiss the Girls
Flannery O'Connor,4.44,"Short Stories, Fiction, Literature, Southern, Classics, American",English,555.0,31868,1394,$1.99,2005-06-17 00:00:00,345,649,2838,8968,19068,The Complete Stories
Flora Rheta Schreiber,4.0,"Nonfiction, Mental Illness, Health, Biography, Mental Health, Psychology",English,460.0,78004,1392,$20.46,1989-05-25 00:00:00,1159,3501,17469,27920,27955,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities
Brandon Sanderson,4.18,"Fantasy, Epic Fantasy, Fiction, High Fantasy",English,622.0,139477,8272,$39.78,2006-05-30 00:00:00,2000,3974,20233,53751,59519,Elantris
John Jakes,4.2,"Military History, Fiction, Historical Fiction, Civil War, Historical, War",English,812.0,53263,783,$25.21,2000-06-01 00:00:00,490,1589,8853,18318,24013,North and South
L.J. Smith,4.2,"Young Adult, Vampires, Paranormal, Fantasy",English,732.0,62756,818,$12.12,2009-04-07 00:00:00,1216,2808,10449,16146,32137,"Night World, No. 3"
Robert Jordan,4.37,"Fantasy, Epic Fantasy, Fiction",English,783.0,113467,2965,$5.18,2009-10-27 00:00:00,1163,2312,11843,36767,61382,The Gathering Storm
J.K. Rowling,3.29,"Mystery, Contemporary, Fiction",English,503.0,280652,30308,$5.60,2012-09-27 00:00:00,26185,41771,82716,83773,46207,The Casual Vacancy
William Shakespeare,3.83,"Romance, Comedy, Fiction, Humor, Academic, Literature, Theatre, Poetry, School, Plays, Drama, Classics",English,263.0,66638,1648,$4.91,2011-08-23 00:00:00,963,4213,18676,24372,18414,As You Like It
C.J. Roberts,3.99,"Adult Fiction, Romance, Abuse, Contemporary, Erotic Romance, Adult, BDSM, Dark, Sociology, New Adult, Erotica, Contemporary Romance",English,276.0,63773,5793,$6.45,2011-07-20 00:00:00,3069,3839,10497,19547,26821,Captive in the Dark
D.H. Lawrence,3.62,"Romance, English Literature, Fiction, 20th Century, Literature, European Literature, Banned Books, British Literature, Novels, Classics, Classic Literature",English,654.0,43047,1729,$16.81,1999-08-17 00:00:00,1564,4233,12751,14932,9567,Sons and Lovers
Paul Auster,3.91,"Mystery, Fiction, Literature, Novels, American",English,308.0,50975,2897,$9.06,2006-03-28 00:00:00,1002,3253,10882,20185,15653,The New York Trilogy
Richelle Mead,4.37,"Romance, Young Adult, Fantasy, Paranormal, Vampires",English,420.0,60591,5124,$10.90,2013-11-19 00:00:00,391,1205,6887,18920,33188,The Fiery Heart
Nick Hornby,3.8,"Humor, Contemporary, Fiction",English,307.0,117681,3041,$25.40,2000-04-26 00:00:00,1173,5870,33729,52035,24874,About a Boy
Laini Taylor,4.19,"Romance, Fantasy, Young Adult, Paranormal, Angels",English,517.0,121908,12375,$11.65,2012-11-06 00:00:00,2089,4159,17571,43085,55004,Days of Blood & Starlight
Stephen King,4.24,"Fantasy, Science Fiction, Horror, Fiction",English,422.0,161726,4954,$99.95,2003-06-23 00:00:00,933,3667,23271,61159,72696,The Waste Lands
Ammar Habib,4.21,"Crime, Mystery, Thriller",English,218.0,671,72,$6.20,2018-02-23 00:00:00,5,27,94,243,302,Ana Rocha: Shadows of Justice
Flann O'Brien,4.02,"Ireland, Fiction, Humor, Fantasy, European Literature, Irish Literature, Cultural, Classics",English,200.0,14323,1517,$5.55,1999-03-01 00:00:00,378,856,2580,4810,5699,The Third Policeman
Sidney Sheldon,4.11,"Mystery, Suspense, Thriller, Fiction",English,489.0,47045,1558,$21.14,1993-04-26 00:00:00,404,1713,9056,17095,18777,Master of the Game
Charles Bukowski,4.15,"Fiction, Literature, Novels, Classics, American",English,288.0,71860,2916,"$2,000.00",2014-07-29 00:00:00,808,2258,11175,28409,29210,Ham on Rye
Newt Scamander,3.99,"Fantasy, Magic, Fiction, Young Adult",English,128.0,274755,9063,$29.99 to $53.99,2001-06-01 00:00:00,3833,16041,65153,83504,106224,Fantastic Beasts and Where to Find Them
Lawrence Hill,4.46,"Fiction, Historical Fiction, Canada, Cultural, Historical, Africa",English,470.0,65307,5831,$38.17,2015-01-12 00:00:00,397,855,5174,21033,37848,The Book of Negroes
Amy Plum,3.99,"Young Adult, Romance, Paranormal, Fantasy",English,341.0,50964,4403,$1.38,2011-05-10 00:00:00,1488,3460,10004,15153,20859,Die for Me
Eckhart Tolle,4.13,"Nonfiction, Spirituality, Self Help, Philosophy, Psychology",English,229.0,153145,7138,$1.98,2004-08-19 00:00:00,4648,7988,23364,43932,73213,The Power of Now: A Guide to Spiritual Enlightenment
Roger Zelazny,4.3,"Fantasy, Science Fiction Fantasy, Science Fiction, Fiction",English,1258.0,23112,875,$47.99,1999-12-26 00:00:00,248,691,2948,7175,12050,The Great Book of Amber
Terry Pratchett,4.33,"Fantasy, Humor, Fiction",English,376.0,141231,3379,$23.22,2001-08-26 00:00:00,1011,2035,16818,50505,70862,Guards! Guards!
Alfred Lansing,4.39,"Travel, Nonfiction, History, Biography, Adventure",English,282.0,68074,4662,$24.10,1959-01-01 00:00:00,531,1136,6929,22127,37351,Endurance: Shackleton's Incredible Voyage
Geraldine Brooks,4.02,"Mystery, Fiction, Writing, Historical Fiction, Historical, Books About Books",English,372.0,114356,10746,$1.75,2008-10-01 00:00:00,1569,5325,22709,44372,40381,People of the Book
Donna Woolfolk Cross,4.07,"Religion, Historical, Fiction, Historical Fiction",English,422.0,61265,4362,$6.98,2009-06-09 00:00:00,908,2413,11419,23152,23373,Pope Joan
Yuehai Xiao,4.43,Nonfiction,,328.0,113,29,$18.78,2012-10-08 00:00:00,7,0,4,28,74,Crossing the Seas: A Diary of My Thoughts
Hermann Hesse,4.2,"Fiction, Literature, European Literature, Philosophy, German Literature, Classics",English,320.0,38626,1667,$34.95,1997-04-26 00:00:00,374,1343,5971,13469,17469,Narcissus and Goldmund
Melissa de la Cruz,3.92,"Romance, Fiction, Young Adult, Fantasy, Paranormal, Angels, Urban Fantasy, Supernatural, Vampires, Paranormal Romance",English,307.0,82263,2130,$1.21,2007-05-01 00:00:00,1525,5452,20347,25973,28966,Masquerade
Stephen King,3.85,"Horror, Thriller, Fiction",French,324.0,112299,2354,$13.99,1996-11-06 00:00:00,1737,8021,29903,38572,34066,Dolores Claiborne
Kirsty Moseley,3.93,"Romance, Abuse, Contemporary, Young Adult, Sociology, New Adult",English,242.0,59878,4650,$3.77,2012-04-30 00:00:00,3940,4454,9590,15970,25924,The Boy Who Sneaks in My Bedroom Window
Chuck Palahniuk,3.73,"Horror, Fantasy, Contemporary, Fiction",English,260.0,82829,2826,$25.50,2003-06-05 00:00:00,1544,6603,24042,30812,19828,Lullaby
Patricia Briggs,4.34,"Romance, Werewolves, Fantasy, Paranormal, Urban Fantasy, Vampires, Shapeshifters",English,300.0,87562,2679,$10.01,2010-04-26 00:00:00,264,1017,10352,32663,43266,Bone Crossed
James Patterson,4.06,"Young Adult, Science Fiction, Fantasy",English,309.0,54232,2632,$0.73 to $1.18,2010-03-15 00:00:00,1254,3433,9862,15673,24010,Fang
John Scalzi,4.24,"Space Opera, Science Fiction, Fiction, Space",English,351.0,135186,8434,$9.19,2007-01-15 00:00:00,1101,3331,18143,52582,60029,Old Man's War
Jonas Jonasson,3.83,"Humor, Contemporary, Fiction",English,396.0,176845,19954,$5.60,2012-07-12 00:00:00,5134,13879,40492,64605,52735,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared
Joe Haldeman,4.15,"Science Fiction Fantasy, Time Travel, Speculative Fiction, Fiction, Space, Space Opera, Science Fiction, Military Fiction, War, Classics",English,278.0,120999,5224,$450.00,2003-09-02 00:00:00,1139,3912,19951,46287,49710,The Forever War
Derek Landy,4.21,"Mystery, Fiction, Fantasy, Young Adult, Urban Fantasy, Adventure",English,392.0,45473,3674,$7.17,2007-04-03 00:00:00,691,1568,6931,14733,21550,Skulduggery Pleasant
James Patterson,3.86,"Young Adult, Science Fiction, Fantasy",English,256.0,63064,2599,$300.00,2008-03-17 00:00:00,2320,5602,14103,17884,23155,The Final Warning
Alice Clayton,4.08,"Romance, Womens Fiction, Humor, Contemporary, Funny, Adult, New Adult, Chick Lit, Contemporary Romance",English,384.0,156657,12670,$12.94,2012-11-27 00:00:00,4025,8296,26543,50517,67276,Wallbanger
John Gardner,3.69,"Fiction, Fantasy, Academic, Literature, School, Mythology, Classics",English,174.0,29770,1857,$144.44,2010-06-02 00:00:00,1295,2858,7518,10271,7828,Grendel
Robert R. McCammon,4.35,"Mystery, Fiction, Fantasy, Young Adult, Coming Of Age, Horror",English,580.0,22433,2382,$1.09,1992-05-01 00:00:00,208,572,2615,6869,12169,Boy's Life
Terry Pratchett,4.28,"Fantasy, Humor, Fiction",English,352.0,72187,2220,$5.52,2005-04-01 00:00:00,169,1226,10208,26885,33699,Reaper Man
J.R.R. Tolkien,3.97,"Fantasy, Classics, Fiction",English,313.0,56493,2896,$10.41,2007-04-16 00:00:00,725,3061,12552,21166,18989,The Children of Húrin
John Marsden,4.05,"Young Adult, Dystopia, Science Fiction, Fiction",English,276.0,44898,2801,$8.74,2006-06-01 00:00:00,794,2134,8170,16636,17164,"Tomorrow, When the War Began"
Robert Jordan,4.23,"Fantasy, Science Fiction Fantasy, Epic Fantasy, Fiction",English,1007.0,147792,2681,$99.99,1993-10-15 00:00:00,1011,3600,22237,54933,66011,The Shadow Rising
